time,user_name,user_color,message
563,luscoiatrollo,#FF7000,"@The_Klown89 kunipiHypers"
577,worldofworgage,#00FF7F,"@midnightgamer__ ciauu"
587,mergo813,#D2691E,"buonasera visitatoriiiiiiiiiiiiii"
592,thenablin,#00FF7F,"@chriztia niente bastava solo aggiornare risolto"
592,the_klown89,#8A2BEB,"@LuScoiatrollo mani pulite, eh mmm"
613,maziert,#0000FF,"sesso"
615,begonia_rex_,#8AB4ED,"Begonia_Rex_ watched 3 consecutive streams and sparked a watch streak! poggers"
616,cagasburratomaster,#8A2BE2,"Dai che ce semo"
623,tenkipk,,"Buooooonasera bimbi! DinoDance DinoDance DinoDance"
624,mergo813,#D2691E,"vorrei tanto sapere queste immagini di cosa sono"
627,cagasburratomaster,#8A2BE2,"OOOOOO"
632,chriztia,,"@SeigeWM ci sta ci sta, appena hai un'ora libera ti tocca guardarlo tutto o al massimo spezzetta"
634,lucas37ster,#FF4500,"Stasera improvviso un tema al piano sulla base del menù!"
634,espeonage02,#8A2BE2,"si cominciaaa"
634,streamlabs,#32C3A2,"Canale Telegram per rimanere sempre aggiornati: https://t.me/CydoniaChiara"
636,theonewhosawtheend,#FF0000,"RawkOut RawkOut RawkOut RawkOut RawkOut RawkOut"
637,chiave_di_lettura,#00FF7F,"buonaseera"
638,vcn02,#8A2BE2,"@TenkiPK SPARARE"
645,chriztia,,"@thenablin ah lol, beh poggers haha"
649,fantamaghiro,#FF0000,"saidogVibe saidogVibe saidogVibe saidogVibe saidogVibe saidogVibe saidogVibe saidogVibe saidogVibe saidogVibe saidogVibe saidogVibe saidogVibe saidogVibe saidogVibe saidogZygarde2"
651,midnightgamer__,#8A2BE2,"apri"
658,tenkipk,,"@vcn02 SPARARE"
662,misfitbrain,,"saidogVibe saidogVibe saidogVibe"
665,chriztia,,"saidogVibe saidogVibe saidogVibe saidogVibe saidogVibe saidogVibe saidogVibe saidogVibe saidogVibe saidogVibe saidogVibe saidogVibe saidogVibe saidogVibe saidogVibe saidogVibe saidogVibe saidogVibe"
665,the_klown89,#8A2BEB,"saidogVibe saidogVibe saidogVibe"
669,gaiamel,#5F9EA0,"saidogVibe saidogVibe saidogVibe"
671,chiave_di_lettura,#00FF7F,"DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance"
672,vcn02,#8A2BE2,"@TenkiPK AHAHAHHAHAHAHA"
673,midnightgamer__,#8A2BE2,"DangerDance saidogVibe DangerDance saidogVibe saidogVibe DangerDance DinoDance DangerDance DinoDance DinoDance DangerDance GoatEmotey GoatEmotey DangerDance saidogVibe DangerDance GoatEmotey DangerDance DinoDance DangerDance TwitchConHYPE DangerDance DinoDance DangerDance TwitchConHYPE saidogVibe GoatEmotey saidogVibe GoatEmotey DinoDance TwitchConHYPE DinoDance"
677,stuart1808,,"Helloooooo"
688,aleeschii,#9ACD32,"sera a tutti bellissimi fanciulli"
692,farcr,#DAA520,"Life changed"
693,cagasburratomaster,#8A2BE2,"TwitchConHYPE TwitchConHYPE TwitchConHYPE TwitchConHYPE TwitchConHYPE"
697,panzerotto2035,,"DinoDance DinoDance DinoDance DinoDance DinoDance"
698,arvyem,#8A2BE2,"saidogVibe"
700,luscoiatrollo,#FF7000,"kunipiBasito kunipiPausers kunipiSciukk"
703,midnightgamer__,#8A2BE2,"Ciao Cydooo!! <3 saidogHi"
705,gaiamel,#5F9EA0,"buonaseraaaa"
706,vomitoimmortale,#9ACD32,"buonasera sandonia"
706,vcn02,#8A2BE2,"buonasera cydoooo!! AmbessaLove AmbessaLove"
706,drtaxi98,#1E90FF,"saidogHi saidogHi"
708,jack__black__,,"Sera"
708,streamlabs,#32C3A2,"Canale Telegram per Programmazione, Avvisi, Annunci e Notifiche varie: https://t.me/CydoniaChiara"
708,espeonage02,#8A2BE2,"buonasera cydoooo"
709,ochiavica,#C09973,"Buonasegaaaa"
710,midnightgamer__,#8A2BE2,"@luscoiatrollo ciaooo!! <3 saidogHi saidogVibe DinoDance saidogVibe"
710,aleksmoon05,#0000FF,"Sera Fra"
710,alce_boh,#FFE800,"Buonaseraaa"
711,chriztia,,"buonasera cydoooooo"
713,misfitbrain,,"seraaaa"
713,mangywayway,#2E8B57,"Buonsalvee saidogHi saidogHi saidogHi"
713,mircodinaro,#1E90FF,"da quanto tempo non riuscivo a seguire una live 💜"
713,botz_kuro,#8A2BE2,"buonasera cydo <3"
714,streamlabs,#32C3A2,"Canale Telegram per rimanere sempre aggiornati: https://t.me/CydoniaChiara"
714,ulixfelix,#FF0000,"Buonasera"
714,fabiodp_,,"Buonasera a tutti, inguggati o no! saidogHi"
717,usodabada,#FF69B4,"Di la verità, ti sei pentito di aver spento il PC, vero?"
717,worldofworgage,#00FF7F,"seraaaaaaaaaaaaaaaaaaaaaaaaaaaa"
718,farcr,#DAA520,"Io sono 100% guggato"
718,lelez_26,#1E90FF,"Ciaooooo cydoooo <3 <3 <3 <3 <3"
721,ochiavica,#C09973,"COME NON SEI GUGGO"
724,alce_boh,#FFE800,"No, I'm Not Carlotta"
725,tonio9s,#00FF7F,"saidogHi bleedPurple bleedPurple bleedPurple"
727,オカリン (remakebanword),#0000FF,"Il guggo baguggo"
727,gaiamel,#5F9EA0,"ma nooo, era un funghetto innocuo"
728,evildwarf88,#FF0000,"Ciaoooooooo"
731,cagasburratomaster,#8A2BE2,"Ciao a tutti Guggatini e Guggatine saidogHi"
732,luscoiatrollo,#FF7000,"@midnightgamer__ saidogHi ooooooooo saidogVibe saidogVibe saidogVibe"
733,botz_kuro,#8A2BE2,"stiamo inguggati"
735,therottenbaby,#FF0000,"eravamo molto guggati"
737,iceyellee,#008000,"iceyellee subscribed with Prime. They've subscribed for 33 months! Buonasera cydo! Da 33 mesi a questa parte tu e chiara mi fate compagnia ogni qualvolta che riesco ad esserci in live. Ci tenevo oggi a consigliarti (nel caso in cui non l'avessi già visto) una serie che ho divorato da poco su Netflix. Si chiama BEEF e tratta (a parer mio) molto bene il tema della depressione, alternando momenti leggeri e comici a momento più profondi e complessi. Se ti va e se ti può piacere, ti suggerisco di darci un'occhiata!"
738,drearykeir,#5F9EA0,"fare vedere ascelle"
738,goldiaaaa,,"vabbè ci siamo lavati :)"
739,evildwarf88,#FF0000,"Siamo tutti inguggati E LO SAPPIAMO"
739,camifyapp,," Acquista il piano biennale di NordVPN! Vai su https://link.camify.app/a8i1_KE?type=chat e otterrai 4 Mesi Extra per l’acquisto dei piani biennali"
740,fabiodp_,,"Guggati da Enzone"
741,madibba94,#B22222,"Guggati si o no"
744,luscoiatrollo,#FF7000,"E chi lo sa"
749,midnightgamer__,#8A2BE2,"saidogCheck saidogCheck"
749,samuchannel46,#1E90FF,"samuchannel46 subscribed at Tier 1. They've subscribed for 30 months, currently on a 26 month streak! Ciao Cydo, come va? Oggi rispolverando un pò di vecchie tue rubriche mi sono incappato nella puntata di Muk Rom di Pokemon Quarz. In quel video ad un certo punto parli del fatto che Baro (il creatore della hack rom) ha piazzato i sassi in una grotta in modo tale che formassero la scritta "Baro" e tu scherzando hai detto "Voglio fare un gioco e scrivere CYDONIA con la testa della gente". Tempo di mantenere quella promessa fatta ormai quasi 8 anni fa, magari proprio il 27 Febbraio? Chi lo sa..."
752,vomitoimmortale,#9ACD32,"Dajone ohhhh"
752,begonia_rex_,#8AB4ED,"irreversibile no dai, ora sei pulito"
753,gaiamel,#5F9EA0,"GODO GODO GODO"
753,vcn02,#8A2BE2,"godoOOOOOOOO"
753,xeria0,#DAA520,"buonaseraa <3"
754,sbubbolox,,"We are guggos"
754,zexar93,#0000FF,"GODO"
756,niko_muramasa,#FF0000,"El GUGGO saidogRitto"
757,aleksmoon05,#0000FF,"Godendo"
758,filloaxtv,,"due run ci si spacca"
758,iamrealpeely_roberto,#0FFFB1,"saidogGodo saidogGodo saidogGodo saidogGodo saidogGodo"
758,tonio9s,#00FF7F,"saidogGodo saidogGodo"
759,roccas29,#FF0000,"roccas29 subscribed with Prime. They've subscribed for 36 months! Finito giusto in tempo il video su AZ e adesso No, I'm not a Human! Sto tutto goduto (con la citazione finale a Shudo ancor di più!). Complimenti come sempre e non vedo l'ora dell'annuncio della tua panineria a tema Monster collector horror con tue musiche originali di sottofondo durante la degustazione"
759,seigewm,#00FF7F,"Heck yeah!"
762,giylia61,#008000,"godo"
762,tenkipk,,"Quanto ironico se abbiamo resistito chiunque e poi siamo finiti guggati per la sigaretta di Enzo"
764,vomitoimmortale,#9ACD32,"come cazzo godo come godo cazzo"
764,nasukkien,#5F9EA0,"nasukkien subscribed with Prime. They've subscribed for 36 months! "
764,midnightgamer__,#8A2BE2,"saidogIL saidogGodo"
764,fabiodp_,,"Sono d'accordo"
765,filloaxtv,,"godendo 3ds"
765,ladeb55,,"buonasera"
765,thenablin,#00FF7F,"è come la scabbia prima o poi te la pigli se fai entrare cani e porci"
765,evildwarf88,#FF0000,"SIIIIIIII"
766,losermizi,#D797B9,"losermizi watched 15 consecutive streams and sparked a watch streak! "
768,evildwarf88,#FF0000,"saidogGodo saidogGodo saidogGodo saidogGodo saidogGodo saidogGodo"
768,th3g0dslayer,#8A2BE2,"saidogIL saidogPipo saidogMax"
768,happytheplayer,#FF0000,"sborra sulle finestre"
770,kulyan,#FF69B4,"kulyan subscribed at Tier 1. They've subscribed for 32 months! "
770,オカリン (remakebanword),#0000FF,"Tanti finali e visitor randomici, ha molto senso"
770,ochiavica,#C09973,"La wiki dice che praticamente ti guggi solo se ti fai almeno una sega al giorno, tu arrivavi a due, è normale che ti sei guggato tutto"
771,leonzannanera,#008000,"Eh non so se sono random se sono guggati o no"
773,the_klown89,#8A2BEB,"saidogGodo saidogGodo saidogGodo saidogGodo"
774,botz_kuro,#8A2BE2,"saranno totalmente diverse"
775,omiino0207,#00FF7F,"troppe donne in casa ovvio che poi ti gugghi"
781,ryuuseiboi,#00FF7F,"Seraaaa sono arrivato ora di che si parla?"
782,losermizi,#D797B9,"GODO"
785,roki_niiyama,#00FF7F,"Sperando che sia casuale anche il guggo. Mi aspetto, per una questione di rigiocabilità, che chi è guggo in una run non è detto che lo sia nella successiva."
785,blogcard,#0000FF,"Tocca platinare"
785,pieri_piteri,#24E6FF,"ma questo vuol dire che non puoi avere più di un vistor in casa?"
789,iamrealpeely_roberto,#0FFFB1,"Magari anche chi pensavi visitor poteva essere normale"
789,chiave_di_lettura,#00FF7F,"finale guggabile"
791,luscoiatrollo,#FF7000,"Secondo me la colpa è della sega in camicia"
794,heartwgf,#1E90FF,"GODO"
795,ochiavica,#C09973,"BRAVO GRAZIE TI AMO"
798,gaiamel,#5F9EA0,"sono molto felice"
801,worldofworgage,#00FF7F,"sicuramente andremo piu spediti"
803,espeonage02,#8A2BE2,"si gode"
803,jack__black__,,"Serve la seconda"
805,palkialovefest,#8A2BE2,"Buonasera!"
807,ochiavica,#C09973,"Vuoi sapere quanti finali ci sono? Kappa"
807,seigewm,#00FF7F,"Secondo me nemmeno 2 run bastano, ma sicuramente meglio di 1"
809,filloaxtv,,"Dopo il finale C in funger è d'obbligo un'altra run"
809,maziert,#0000FF,"Il famoso youtube Guggonia per gli amici Guggesco Guggurzo"
809,streamlabs,#32C3A2,"Ti sei perso la scorsa live o vuoi recuperarne una? Iscriviti a https://www.youtube.com/c/CydoniaChiara Tutte le live vengono ricaricate almeno 24h dopo dalla loro fine"
813,usodabada,#FF69B4,"Tipo Slay The Princess."
820,ando_1303,#2E8B57,"Buona seraaaa GayPride GayPride"
822,arvyem,#8A2BE2,"Questo dobbiamo finirlo al 200%"
824,wh_1i7e,#FF0055,"Serasera"
826,alexodan711,,"2not2human"
829,latalpadimare,#FF69B4,"buona sera cydo e gente <3"
836,andreadc05_,#FF0000,"io pensavo si facessero almeno 3/4 run"
837,sergios04,,"ciao Cydk"
839,xdallio,#0000FF,"alla porta appare un claudio bisio selvatico"
839,niko_muramasa,#FF0000,"!Seppuku"
843,sh1rar,#FF69B4,"Ma facciamone anche 10 sto gioco se le merita"
843,ochiavica,#C09973,"Magari però vedere due finali e riascoltare alcune cose ti portano alla luce dettagli che ti fanno capire robe"
844,midnightgamer__,#8A2BE2,"@latalpadimare ciaooo!! <3 saidogHi"
845,seigewm,#00FF7F,"@usodabada Slay the Princess tanta roba buona"
847,chriztia,,"sicuramente con una seconda run alcune cose si velocizzano"
849,duebbol,#FF0000,"cydonia, state of play giovedì. Kingdom Hearts 4 si o no?"
852,potofgrid,#FF0000,"ma secondo me non siamo cos' vicini al finale dai"
854,chiave_di_lettura,#00FF7F,"i personaggi sono tantissimi, fidati ti divertirai"
854,erwafflo,#8A2BE2,"bUonaseea CaitThinking"
859,froeden_,#FF4500,"per me ne vale la pena"
859,lelez_26,#1E90FF,"@latalpadimare ma buonaseraaaaaa cara KPOPheart <3 <3 <3"
863,danocarl15,,"No i'm not a guggo"
864,gaiamel,#5F9EA0,"chissa se i dialoghi cambiano se la stessa persona in una run è guggata e nell’altra magari no"
866,coldferdy,#1E90FF,"questa è la nona live"
866,streamlabs,#32C3A2,"Canale Telegram per rimanere sempre aggiornati: https://t.me/CydoniaChiara"
869,usodabada,#FF69B4,"@SeigeWM CheersToThat CheersToThat"
874,botz_kuro,#8A2BE2,"si poco meno di un mese"
876,luscoiatrollo,#FF7000,"Sinceramente non pensavo sarebbe durato così tanto, ma sono usciti un sacco di spunti interessanti"
877,sanciobanza11,,"Evitare che la figlia del vicino muoia"
877,roki_niiyama,#00FF7F,"E' un mese preciso, perché alla prima live resubbai e oggi ho resubbato"
881,gorskei,#FF7F00,"Buona ses"
886,the_jack86,,"Non per deluderti ma a parte alcuni elementi che devi fare in ordine i cambiamenti sono minori"
888,mangodistruttore,#9ACD32,"Bsera! Che si dice? saidogHi saidogHi saidogHi"
895,hirelyaethh,#8A2BE2,"Hirelyaethh subscribed at Tier 1. They've subscribed for 26 months, currently on a 25 month streak! "
900,tenkipk,,"Cydo ma secondo te il gioco prevede un finale unico indipendentemente dalle nostre scelte? Oppure, così come le persone che si presentano, avremo anche vari finali?"
900,ulixfelix,#FF0000,"Secondo me anche look outside avrebbe meritato un po' più di tempo"
901,domoarigatoni,,"@cydonia_chiara buonasera, solo Io ho visto uno spoiler Al progetto segreto nel video di za?"
901,streamlabs,#32C3A2,"NON fare spoiler, NON dare consigli, NON dire dove andare, NON dare indicazioni, NON dire se il ragionamento è giusto o sbagliato. No bestemmia, offese, spam o troll. Pena: BAN"
